Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
19055,Rise of Ruin,PS,2021.0,Platform,Sega,0.14,0.12,0.08,0.02,0.36
19056,Quest for Vengeance,PS2,2009.0,Shooter,Bethesda Softworks,0.15,0.07,0.08,0.04,0.34
19057,Shadow Ashes,X360,1999.0,Sports,Mumbo Jumbo,0.09,0.11,0.02,0.02,0.24
19058,Age of Glory,PS,2009.0,Strategy,Sony Computer Entertainment,0.02,0.0,0.0,0.01,0.03
19059,Empire of Honor,X360,2011.0,Adventure,Bethesda Softworks,0.02,0.0,0.01,0.01,0.04
19060,Legend of Horizon,Wii,2009.0,Puzzle,Zoo Digital Publishing,0.11,0.11,0.08,0.01,0.31
19061,Edge of Steel,DC,2021.0,Shooter,Square Enix,0.11,0.26,0.02,0.08,0.47
19062,Realm of Destiny,PSV,2013.0,Simulation,Vivendi Games,0.05,0.01,0.02,0.01,0.09
19063,Legend of Chaos,PS,2006.0,Platform,Electronic Arts,0.2,1.2,0.0,0.02,1.42
19064,Edge of Steel,PSP,2006.0,Sports,Sega,0.08,0.01,0.0,0.01,0.1
19065,Path of Valor,PS,2015.0,Strategy,Marvelous Interactive,0.61,0.09,0.03,0.06,0.79
19066,Fall of Darkness,PS2,2008.0,Action,Take-Two Interactive,0.01,0.02,0.0,0.0,0.03
19067,Return to Twilight,Wii,2008.0,Platform,ASCII Entertainment,0.03,0.03,0.01,0.01,0.08
19068,Edge of Eclipse,DS,1996.0,Puzzle,Zoo Games,0.13,0.09,0.02,0.06,0.3
19069,Warriors of Ruin,X360,2010.0,Sports,Jaleco,0.07,0.03,0.01,0.03,0.14
19070,Warriors of Darkness,PSP,2001.0,Adventure,Activision,0.32,0.15,0.02,0.03,0.52
19071,Curse of Storm,PS2,2007.0,Shooter,Ubisoft,0.1,0.13,0.04,0.0,0.27
19072,Realm of Legends,SAT,2008.0,Racing,Electronic Arts,0.38,0.13,0.1,0.45,1.06
19073,Battle for Ashes,N64,2021.0,Simulation,Vatical Entertainment,0.02,0.07,0.01,0.01,0.11
19074,Return to Steel,XB,2021.0,Shooter,Ubisoft,0.02,0.03,0.01,0.0,0.06
19075,Legend of Storm,PSP,2012.0,Platform,Nintendo,0.07,0.02,0.03,0.04,0.16
19076,Tales of Fire,PSV,2002.0,Sports,Konami Digital Entertainment,0.03,0.09,0.01,0.0,0.13
19077,Legend of Eclipse,PS2,2004.0,Sports,Electronic Arts,0.02,0.03,0.03,0.01,0.09
19078,Fall of Frontier,GBA,2006.0,Misc,Konami Digital Entertainment,0.03,0.02,0.01,0.01,0.07
19079,Quest for Rebellion,DS,1998.0,Adventure,Activision,0.03,0.0,0.0,0.01,0.04
19080,Fall of Frontier,GBA,1998.0,Action,Sony Computer Entertainment,0.5,0.23,0.08,0.08,0.89
19081,Battle for Honor,PS3,1999.0,Adventure,Funsta,0.01,0.02,0.0,0.01,0.04
19082,Realm of Horizon,PSV,2003.0,Misc,Codemasters,0.08,0.07,0.0,0.03,0.18
19083,Secrets of Destiny,XOne,2016.0,Platform,Idea Factory,0.1,0.11,0.01,0.01,0.23
19084,Age of Vengeance,PS2,2008.0,Action,Sega,0.18,0.09,0.03,0.0,0.3
19085,Shadow Ashes,X360,2009.0,Adventure,Global Star,0.11,0.07,0.0,0.01,0.19
19086,Fall of Frontier,2600,2015.0,Adventure,Rondomedia,0.03,0.01,0.0,0.0,0.04
19087,Battle for Chaos,X360,2008.0,Strategy,Hip Interactive,0.03,0.05,0.0,0.0,0.08
19088,Kingdom of Fire,PSV,2004.0,Racing,Activision,0.09,0.03,0.03,0.04,0.19
19089,Return to Storm,PS,2001.0,Platform,Titus,0.05,0.01,0.14,0.0,0.2
19090,Shadow Darkness,Wii,2006.0,Fighting,Ubisoft,0.02,0.01,0.02,0.0,0.05
19091,Dawn of Horizon,PS3,2009.0,Adventure,Sony Computer Entertainment,0.1,0.13,0.09,0.1,0.42
19092,Quest for Legends,PS2,1983.0,Sports,THQ,0.03,0.02,0.01,0.01,0.07
19093,Rise of Horizon,GBA,2009.0,Simulation,D3Publisher,0.52,0.6,0.15,0.11,1.38
19094,Curse of Redemption,Wii,2021.0,Racing,Disney Interactive Studios,0.01,0.01,0.0,0.0,0.02
19095,Kingdom of Steel,PSP,2009.0,Misc,Activision,0.21,0.1,0.05,0.01,0.37
19096,Chronicles of Legends,X360,2001.0,Racing,Focus Home Interactive,0.13,0.08,0.01,0.02,0.24
19097,Curse of Fire,PS,2022.0,Simulation,Sega,0.08,0.05,0.02,0.01,0.16
19098,Age of Vengeance,PSV,2021.0,Puzzle,Electronic Arts,0.25,0.06,0.06,0.04,0.41
19099,Kingdom of Darkness,2600,2021.0,Strategy,Sony Computer Entertainment,0.03,0.03,0.02,0.01,0.09
19100,Edge of Origins,Wii,1982.0,Sports,Capcom,0.09,0.05,0.0,0.0,0.14
19101,Dawn of Darkness,GC,2003.0,Misc,Electronic Arts,0.04,0.01,0.0,0.01,0.06
19102,Secrets of Ashes,GBA,2004.0,Action,Namco Bandai Games,0.46,0.17,0.07,0.24,0.94
19103,Secrets of Ruin,PS,2012.0,Sports,Evolution Games,0.0,0.06,0.03,0.02,0.11
19104,Kingdom of Twilight,SAT,2021.0,Fighting,Broccoli,0.03,0.03,0.0,0.04,0.1
19105,Guardians of Frontier,PS2,1997.0,Misc,Activision,0.18,0.29,0.06,0.38,0.91
19106,Chronicles of Frontier,DS,2000.0,Adventure,Warner Bros. Interactive Entertainment,0.0,0.02,0.0,0.01,0.03
19107,Kingdom of Darkness,3DS,2014.0,Adventure,Nintendo,0.45,0.42,0.14,0.34,1.35
19108,Rise of Storm,X360,2012.0,Platform,Tecmo Koei,0.07,0.04,0.01,0.06,0.18
19109,Fall of Twilight,3DS,2022.0,Action,Take-Two Interactive,0.31,0.16,0.1,0.08,0.65
19110,Edge of Glory,PS4,2010.0,Sports,Electronic Arts,0.08,0.28,0.0,0.01,0.37
19111,Edge of Destiny,DS,2010.0,Role-Playing,THQ,0.01,0.01,0.0,0.0,0.02
19112,Return to Redemption,PSV,2024.0,Misc,Activision,0.1,0.25,0.06,0.03,0.44
19113,Chronicles of Valor,X360,2004.0,Puzzle,Take-Two Interactive,0.02,0.03,0.01,0.0,0.06
19114,Return to Destiny,PSP,2002.0,Simulation,Ubisoft Annecy,0.07,0.04,0.01,0.03,0.15
19115,Fall of Destiny,PS,1996.0,Role-Playing,Ivolgamus,0.45,0.51,0.41,0.05,1.42
19116,Kingdom of Ashes,N64,1996.0,Fighting,Rage Software,0.05,0.06,0.0,0.0,0.11
19117,Return to Fire,DS,2010.0,Misc,Zenrin,0.32,0.07,0.07,0.27,0.73
19118,Legend of Twilight,X360,2010.0,Platform,Electronic Arts,0.02,0.03,0.01,0.01,0.07
19119,Rise of Horizon,PC,2016.0,Sports,Majesco Entertainment,0.8,0.18,0.05,0.07,1.1
19120,Guardians of Origins,XB,2000.0,Platform,Konami Digital Entertainment,0.08,0.06,0.02,0.02,0.18
19121,Empire of Storm,PC,2010.0,Role-Playing,Paradox Interactive,0.22,0.06,0.03,0.03,0.34
19122,Warriors of Valor,PS2,1996.0,Action,PQube,0.12,0.02,0.01,0.03,0.18
19123,Realm of Steel,PS3,2002.0,Sports,Sony Computer Entertainment,0.07,0.05,0.07,0.02,0.21
19124,Quest for Eclipse,Wii,2002.0,Misc,Take-Two Interactive,0.01,0.02,0.0,0.01,0.04
19125,Tales of Horizon,GC,2024.0,Racing,Konami Digital Entertainment,0.05,0.04,0.0,0.02,0.11
19126,Quest for Steel,PS3,2003.0,Action,Konami Digital Entertainment,0.0,0.07,0.01,0.01,0.09
19127,Guardians of Frontier,PS2,2008.0,Adventure,Electronic Arts Victor,0.02,0.02,0.0,0.0,0.04
19128,Warriors of Ruin,SAT,2007.0,Racing,Rocket Company,0.08,0.12,0.02,0.0,0.22
19129,Guardians of Vengeance,DS,2011.0,Adventure,Namco Bandai Games,0.49,0.2,0.26,0.06,1.01
19130,Empire of Destiny,GEN,2023.0,Racing,Konami Digital Entertainment,0.03,0.02,0.0,0.02,0.07
19131,Secrets of Chaos,PC,2007.0,Action,Activision,0.54,0.56,0.08,0.2,1.38
19132,Secrets of Redemption,GC,2005.0,Shooter,Mystique,0.05,0.07,0.03,0.02,0.17
19133,Fall of Frontier,PS3,1998.0,Strategy,Play It,0.03,0.02,0.06,0.01,0.12
19134,Quest for Rebellion,DS,2007.0,Shooter,Tecmo Koei,0.06,0.04,0.05,0.0,0.15
19135,Battle for Ashes,XB,2013.0,Shooter,Codemasters,0.94,1.05,0.38,0.3,2.67
19136,Fall of Rebellion,3DS,2010.0,Racing,Hudson Soft,0.13,0.13,0.05,0.0,0.31
19137,Kingdom of Darkness,XB,2007.0,Sports,Ubisoft,0.15,0.11,0.03,0.02,0.31
19138,Rise of Vengeance,PS2,2024.0,Racing,Sting,0.09,0.24,0.06,0.02,0.41
19139,Shadow Twilight,GBA,2006.0,Fighting,Atari,0.03,0.01,0.0,0.0,0.04
19140,Rise of Storm,GBA,2001.0,Action,Activision,0.13,0.3,0.22,0.07,0.72
19141,Empire of Honor,PC,1996.0,Simulation,Sony Computer Entertainment,0.05,0.02,0.0,0.01,0.08
19142,Kingdom of Destiny,GBA,2011.0,Sports,Unknown,0.04,0.02,0.01,0.0,0.07
19143,Rise of Ashes,3DS,2006.0,Role-Playing,Nintendo,0.0,0.09,0.01,0.02,0.12
19144,Age of Honor,PS,2000.0,Simulation,Codemasters,0.03,0.09,0.0,0.03,0.15
19145,Return to Storm,DS,2012.0,Simulation,Tomy Corporation,0.04,0.08,0.03,0.05,0.2
19146,Tales of Vengeance,X360,2006.0,Fighting,Infogrames,0.07,0.04,0.03,0.0,0.14
19147,Legend of Rebellion,DS,1998.0,Strategy,505 Games,0.05,0.03,0.02,0.01,0.11
19148,Dawn of Vengeance,Wii,1995.0,Role-Playing,Capcom,0.05,0.01,0.02,0.01,0.09
19149,Guardians of Vengeance,Wii,2007.0,Adventure,Konami Digital Entertainment,0.11,0.04,0.02,0.04,0.21
19150,Battle for Destiny,DS,2009.0,Misc,Sega,0.0,0.01,0.0,0.02,0.03
19151,Battle for Origins,Wii,2007.0,Misc,Konami Digital Entertainment,0.09,0.08,0.01,0.03,0.21
19152,Shadow Eclipse,DS,2014.0,Misc,Foreign Media Games,0.33,0.29,0.22,0.03,0.87
19153,Chronicles of Horizon,GC,2021.0,Racing,Play It,0.05,0.09,0.04,0.11,0.29
19154,Legend of Eclipse,XOne,1995.0,Role-Playing,Namco Bandai Games,0.12,0.22,0.12,0.01,0.47
19155,Tales of Chaos,DS,2010.0,Platform,TDK Mediactive,0.37,0.41,0.19,0.02,0.99
19156,Edge of Storm,SAT,1991.0,Racing,Idea Factory,0.22,0.16,0.02,0.01,0.41
19157,Warriors of Glory,PSP,1999.0,Action,Daedalic,0.03,0.06,0.0,0.01,0.1
19158,Path of Destiny,PS3,2001.0,Adventure,Sega,0.06,0.04,0.0,0.01,0.11
19159,Dawn of Frontier,DS,2014.0,Misc,Nippon Ichi Software,0.08,0.05,0.09,0.01,0.23
19160,Edge of Eclipse,PSP,1999.0,Role-Playing,Atari,0.03,0.01,0.01,0.0,0.05
19161,Empire of Eclipse,GBA,1995.0,Platform,Electronic Arts,1.65,1.37,0.15,0.52,3.69
19162,Age of Eclipse,XB,1999.0,Shooter,Electronic Arts,0.1,0.08,0.02,0.0,0.2
19163,Age of Fire,DS,2008.0,Fighting,Activision,0.37,0.44,0.06,0.26,1.13
19164,Return to Origins,DS,2001.0,Racing,Konami Digital Entertainment,0.06,0.06,0.01,0.04,0.17
19165,Fall of Twilight,Wii,1996.0,Shooter,Konami Digital Entertainment,0.09,0.05,0.0,0.08,0.22
19166,Age of Honor,PS3,2010.0,Racing,Zoo Digital Publishing,0.11,0.04,0.02,0.02,0.19
19167,Fall of Eclipse,PS2,2010.0,Action,Deep Silver,0.35,0.46,0.03,0.04,0.88
19168,Chronicles of Valor,PS3,2000.0,Action,Accolade,1.84,1.2,0.41,0.07,3.52
19169,Dawn of Frontier,GC,2011.0,Action,THQ,0.03,0.0,0.01,0.0,0.04
19170,Battle for Horizon,SNES,2006.0,Misc,GameMill Entertainment,0.1,0.03,0.01,0.01,0.15
19171,Battle for Fire,Wii,2006.0,Sports,Eidos Interactive,0.22,0.04,0.06,0.01,0.33
19172,Kingdom of Ruin,PS4,2010.0,Puzzle,Capcom,0.02,0.0,0.0,0.01,0.03
19173,Kingdom of Storm,PS3,2022.0,Shooter,Acclaim Entertainment,0.02,0.02,0.0,0.06,0.1
19174,Realm of Redemption,X360,1999.0,Adventure,Idea Factory,0.16,0.05,0.0,0.12,0.33
19175,Path of Legends,PS2,2007.0,Sports,Namco Bandai Games,0.06,0.05,0.0,0.0,0.11
19176,Realm of Horizon,PS,2008.0,Sports,Banpresto,0.11,0.1,0.0,0.0,0.21
19177,Fall of Ruin,2600,2006.0,Sports,Zoo Digital Publishing,0.18,0.02,0.1,0.06,0.36
19178,Quest for Honor,PS,2005.0,Racing,fonfun,0.03,0.05,0.03,0.0,0.11
19179,Kingdom of Rebellion,Wii,2009.0,Role-Playing,CyberFront,0.04,0.02,0.01,0.0,0.07
19180,Battle for Rebellion,PC,1983.0,Role-Playing,Vivendi Games,0.02,0.01,0.03,0.0,0.06
19181,Return to Storm,DS,1996.0,Shooter,Deep Silver,0.02,0.0,0.0,0.0,0.02
19182,Path of Frontier,PS4,1996.0,Platform,Epoch,0.13,0.17,0.06,0.02,0.38
19183,Kingdom of Chaos,PSP,1999.0,Action,Daito,0.12,0.03,0.01,0.01,0.17
19184,Age of Twilight,X360,2001.0,Platform,Nordic Games,0.11,0.32,0.37,0.01,0.81
19185,Secrets of Glory,PS,2015.0,Shooter,Virgin Interactive,0.1,0.05,0.23,0.04,0.42
19186,Fall of Steel,PS,2023.0,Adventure,Activision,0.13,0.03,0.03,0.03,0.22
19187,Curse of Glory,DS,2013.0,Sports,BAM! Entertainment,0.15,0.13,0.01,0.01,0.3
19188,Kingdom of Chaos,PC,2015.0,Misc,Konami Digital Entertainment,0.01,0.02,0.0,0.0,0.03
19189,Guardians of Chaos,PS2,2016.0,Sports,Square Enix,0.14,0.1,0.05,0.02,0.31
19190,Rise of Vengeance,XB,2007.0,Puzzle,Sony Computer Entertainment,0.08,0.03,0.01,0.04,0.16
19191,Age of Honor,GC,2023.0,Role-Playing,THQ,0.05,0.03,0.01,0.0,0.09
19192,Realm of Origins,GC,2009.0,Puzzle,THQ,0.02,0.07,0.01,0.02,0.12
19193,Edge of Steel,PSP,2015.0,Role-Playing,Arc System Works,0.22,0.1,0.0,0.11,0.43
19194,Edge of Glory,PSP,2009.0,Sports,Virgin Interactive,0.04,0.04,0.0,0.02,0.1
19195,Legend of Legends,PS2,1996.0,Role-Playing,Atari,0.06,0.03,0.02,0.04,0.15
19196,Legend of Redemption,GBA,2023.0,Action,Acclaim Entertainment,0.22,0.03,0.02,0.12,0.39
19197,Return to Glory,PS3,2005.0,Fighting,Pack-In-Video,0.08,0.04,0.01,0.02,0.15
19198,Curse of Glory,PSP,1995.0,Platform,Sony Computer Entertainment,0.08,0.08,0.05,0.04,0.25
19199,Fall of Honor,PS3,2011.0,Racing,Tecmo Koei,0.09,0.01,0.02,0.06,0.18
19200,Secrets of Glory,PS2,2010.0,Shooter,Atari,0.39,0.14,0.01,0.18,0.72
19201,Battle for Frontier,PS,2007.0,Shooter,JVC,0.13,0.08,0.01,0.03,0.25
19202,Legend of Chaos,DS,2011.0,Puzzle,Nintendo,0.01,0.01,0.0,0.01,0.03
19203,Dawn of Legends,XB,2015.0,Sports,Big Fish Games,0.2,0.09,0.04,0.17,0.5
19204,Battle for Fire,PS3,2016.0,Platform,THQ,0.05,0.02,0.02,0.01,0.1
19205,Path of Legends,DS,2010.0,Shooter,Activision,0.07,0.04,0.0,0.0,0.11
19206,Shadow Twilight,PSP,2008.0,Puzzle,Namco Bandai Games,0.07,0.07,0.01,0.01,0.16
19207,Age of Horizon,DS,2010.0,Simulation,Sony Computer Entertainment,0.95,0.23,0.08,1.28,2.54
19208,Secrets of Fire,PS3,2011.0,Puzzle,Microsoft Game Studios,0.17,0.18,0.02,0.0,0.37
19209,Age of Ruin,XB,2007.0,Shooter,Atari,0.56,0.41,0.03,0.84,1.84
19210,Shadow Vengeance,DS,2010.0,Sports,Nintendo,0.08,0.12,0.0,0.02,0.22
19211,Dawn of Valor,3DS,2002.0,Role-Playing,Square Enix,0.23,0.08,0.1,0.06,0.47
19212,Warriors of Origins,DS,1995.0,Racing,Psygnosis,0.72,0.15,0.32,0.4,1.59
19213,Chronicles of Frontier,PS2,2008.0,Platform,Psygnosis,0.24,0.17,0.07,0.04,0.52
19214,Warriors of Redemption,XB,1995.0,Action,Zoo Digital Publishing,0.08,0.2,0.0,0.04,0.32
19215,Empire of Fire,PS3,2002.0,Role-Playing,Idea Factory International,0.0,0.02,0.01,0.01,0.04
19216,Battle for Redemption,DS,2014.0,Sports,Disney Interactive Studios,0.01,0.01,0.02,0.02,0.06
19217,Tales of Valor,Wii,1999.0,Fighting,Electronic Arts,0.11,0.06,0.04,0.07,0.28
19218,Path of Ashes,PS3,2011.0,Action,Konami Digital Entertainment,0.43,0.18,0.02,0.02,0.65
19219,Legend of Valor,3DS,2023.0,Adventure,THQ,0.08,0.06,0.02,0.01,0.17
19220,Kingdom of Storm,PS3,2008.0,Sports,Tecmo Koei,0.21,0.07,0.01,0.15,0.44
19221,Chronicles of Rebellion,GBA,2003.0,Misc,989 Studios,0.05,0.03,0.0,0.0,0.08
19222,Rise of Storm,PS4,2007.0,Strategy,Psygnosis,0.05,0.03,0.0,0.02,0.1
19223,Curse of Valor,X360,2006.0,Sports,Ubisoft,0.14,0.18,0.01,0.02,0.35
19224,Guardians of Valor,N64,2005.0,Action,Atari,0.08,0.05,0.09,0.0,0.22
19225,Age of Rebellion,Wii,2021.0,Action,Microsoft Game Studios,0.09,0.01,0.02,0.01,0.13
19226,Shadow Horizon,SAT,2005.0,Role-Playing,Dorart,0.04,0.02,0.01,0.04,0.11
19227,Chronicles of Redemption,DS,2013.0,Adventure,Electronic Arts,0.02,0.02,0.0,0.0,0.04
19228,Battle for Redemption,PC,2023.0,Sports,Sega,0.1,0.05,0.02,0.03,0.2
19229,Curse of Honor,X360,2002.0,Adventure,Alvion,0.01,0.03,0.0,0.0,0.04
19230,Edge of Frontier,Wii,2006.0,Action,Myelin Media,0.12,0.0,0.01,0.01,0.14
19231,Fall of Horizon,PS,2023.0,Simulation,THQ,0.09,0.01,0.01,0.06,0.17
19232,Dawn of Horizon,XB,1997.0,Platform,Electronic Arts,0.55,0.44,0.03,0.02,1.04
19233,Return to Origins,DS,2022.0,Puzzle,Warner Bros. Interactive Entertainment,0.02,0.02,0.02,0.0,0.06
19234,Empire of Ashes,PS2,2006.0,Strategy,Oxygen Interactive,0.19,0.12,0.0,0.04,0.35
19235,Warriors of Honor,XB,2013.0,Misc,THQ,0.17,0.02,0.06,0.0,0.25
19236,Kingdom of Glory,PC,2007.0,Misc,Foreign Media Games,0.03,0.01,0.02,0.0,0.06
19237,Curse of Steel,WiiU,1995.0,Racing,THQ,0.08,0.06,0.0,0.08,0.22
19238,Battle for Eclipse,GBA,2022.0,Action,Unknown,0.01,0.01,0.0,0.02,0.04
19239,Guardians of Twilight,XOne,2007.0,Sports,Nippon Ichi Software,0.11,0.07,0.02,0.02,0.22
19240,Return to Glory,XB,2008.0,Action,THQ,0.05,0.05,0.02,0.04,0.16
19241,Chronicles of Ashes,PS3,2010.0,Role-Playing,Nintendo,0.14,0.22,0.13,0.07,0.56
19242,Shadow Fire,DS,2015.0,Shooter,Take-Two Interactive,0.03,0.02,0.03,0.01,0.09
19243,Warriors of Legends,GBA,2007.0,Sports,Zoo Games,0.02,0.0,0.0,0.0,0.02
19244,Battle for Darkness,PC,2015.0,Action,Activision,0.04,0.02,0.02,0.02,0.1
19245,Guardians of Origins,DS,2011.0,Racing,Midway Games,0.13,0.2,0.0,0.08,0.41
19246,Return to Glory,Wii,2021.0,Action,D3Publisher,0.08,0.07,0.08,0.01,0.24
19247,Dawn of Glory,SAT,2005.0,Puzzle,Tecmo Koei,0.03,0.03,0.04,0.0,0.1
19248,Warriors of Frontier,PSP,2002.0,Sports,Fox Interactive,0.41,0.07,0.27,0.06,0.81
19249,Path of Fire,X360,2011.0,Adventure,Unknown,0.06,0.04,0.02,0.03,0.15
19250,Edge of Glory,X360,2009.0,Misc,Midway Games,0.2,0.14,0.13,0.03,0.5
19251,Edge of Origins,PS2,2002.0,Action,Disney Interactive Studios,0.15,0.05,0.01,0.0,0.21
19252,Return to Eclipse,Wii,2000.0,Role-Playing,Nippon Ichi Software,0.2,0.11,0.06,0.07,0.44
19253,Battle for Frontier,Wii,2023.0,Role-Playing,Activision,0.19,0.15,0.03,0.12,0.49
19254,Shadow Darkness,DS,2009.0,Simulation,Takara,0.29,0.36,0.06,0.23,0.94
19255,Legend of Vengeance,GBA,2016.0,Racing,Electronic Arts,0.05,0.02,0.01,0.0,0.08
19256,Path of Twilight,Wii,2007.0,Action,505 Games,0.14,0.21,0.04,0.0,0.39
19257,Battle for Twilight,GC,1999.0,Sports,Eidos Interactive,0.02,0.02,0.01,0.0,0.05
19258,Warriors of Twilight,3DS,2011.0,Sports,Ubisoft,0.21,0.14,0.0,0.03,0.38
19259,Quest for Legends,PS2,2008.0,Action,Electronic Arts,0.01,0.02,0.0,0.0,0.03
19260,Shadow Twilight,PC,2012.0,Role-Playing,Activision,0.59,0.66,0.21,0.39,1.85
19261,Age of Darkness,X360,2021.0,Puzzle,Konami Digital Entertainment,0.09,0.07,0.13,0.01,0.3
19262,Secrets of Fire,PSV,2010.0,Role-Playing,Tomy Corporation,0.09,0.14,0.02,0.01,0.26
19263,Quest for Storm,PS2,2009.0,Racing,Arc System Works,0.03,0.0,0.0,0.0,0.03
19264,Quest for Glory,PC,1982.0,Adventure,Electronic Arts,0.5,0.1,0.04,0.01,0.65
19265,Legend of Frontier,PS,2013.0,Simulation,Konami Digital Entertainment,0.45,0.3,0.09,0.01,0.85
19266,Empire of Frontier,PS3,1999.0,Sports,Rocket Company,0.05,0.03,0.06,0.02,0.16
19267,Edge of Valor,PS2,2009.0,Racing,Ubisoft,0.04,0.08,0.0,0.0,0.12
19268,Chronicles of Ashes,PC,1988.0,Fighting,Fuji,0.08,0.03,0.01,0.01,0.13
19269,Dawn of Glory,XB,2005.0,Action,Konami Digital Entertainment,0.89,0.29,0.27,0.02,1.47
19270,Return to Honor,PS3,2021.0,Misc,LucasArts,0.09,0.07,0.01,0.01,0.18
19271,Fall of Vengeance,PC,2009.0,Puzzle,Sony Computer Entertainment,0.13,0.06,0.03,0.02,0.24
19272,Chronicles of Vengeance,Wii,1982.0,Platform,Activision,0.21,0.06,0.14,0.19,0.6
19273,Guardians of Redemption,XB,2014.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01
19274,Realm of Rebellion,PS2,2004.0,Shooter,D3Publisher,0.07,0.03,0.01,0.07,0.18
19275,Kingdom of Fire,PS4,2009.0,Misc,THQ,0.06,0.08,0.01,0.0,0.15
19276,Fall of Glory,PS3,2014.0,Role-Playing,Unknown,0.08,0.08,0.04,0.04,0.24
19277,Battle for Steel,Wii,2012.0,Misc,Ubisoft,0.26,0.21,0.03,0.01,0.51
19278,Curse of Glory,DS,2001.0,Sports,Sega,0.15,0.29,0.01,0.17,0.62
19279,Empire of Frontier,DS,2013.0,Adventure,Capcom,0.02,0.05,0.07,0.01,0.15
19280,Warriors of Rebellion,PSP,2005.0,Platform,Sony Computer Entertainment,0.03,0.05,0.07,0.02,0.17
19281,Guardians of Darkness,PS3,2010.0,Fighting,Ubisoft,0.08,0.13,0.0,0.0,0.21
19282,Path of Fire,3DS,2021.0,Action,Sega,0.08,0.22,0.11,0.07,0.48
19283,Empire of Darkness,DS,2022.0,Simulation,Codemasters,0.09,0.25,0.18,0.24,0.76
19284,Tales of Glory,Wii,2010.0,Sports,Xseed Games,0.02,0.02,0.0,0.0,0.04
19285,Path of Steel,PS3,2015.0,Misc,SquareSoft,0.08,0.2,0.02,0.01,0.31
19286,Shadow Eclipse,DS,2010.0,Fighting,Namco Bandai Games,0.06,0.03,0.02,0.05,0.16
19287,Empire of Darkness,DS,1995.0,Role-Playing,Konami Digital Entertainment,0.82,0.78,0.47,0.06,2.13
19288,Secrets of Ruin,Wii,2008.0,Action,Electronic Arts,0.02,0.02,0.0,0.02,0.06
19289,Edge of Storm,X360,2024.0,Action,Activision,0.04,0.01,0.0,0.0,0.05
19290,Secrets of Redemption,Wii,2012.0,Role-Playing,Ubisoft,0.07,0.02,0.01,0.0,0.1
19291,Dawn of Honor,PSP,2009.0,Racing,Ubisoft,0.1,0.11,0.09,0.1,0.4
19292,Rise of Destiny,PS,1991.0,Puzzle,Ubisoft,0.26,0.09,0.04,0.01,0.4
19293,Rise of Frontier,DS,2014.0,Platform,Ubisoft,0.07,0.02,0.01,0.01,0.11
19294,Edge of Destiny,X360,2013.0,Fighting,Konami Digital Entertainment,0.31,0.19,0.13,0.02,0.65
19295,Edge of Frontier,SAT,2007.0,Racing,Activision,0.03,0.04,0.02,0.03,0.12
19296,Realm of Origins,PSP,2011.0,Fighting,Konami Digital Entertainment,0.36,0.15,0.01,0.02,0.54
19297,Chronicles of Origins,PC,2021.0,Action,Vivendi Games,0.02,0.01,0.0,0.01,0.04
19298,Legend of Ashes,PS3,2015.0,Strategy,Ubisoft,0.02,0.03,0.01,0.01,0.07
19299,Shadow Rebellion,GBA,2009.0,Misc,Namco Bandai Games,0.04,0.05,0.03,0.01,0.13
19300,Kingdom of Legends,GBA,2011.0,Fighting,Electronic Arts,0.14,0.02,0.0,0.03,0.19
19301,Rise of Redemption,PSP,2012.0,Action,Capcom,0.04,0.02,0.01,0.01,0.08
19302,Curse of Valor,2600,2008.0,Racing,Enix Corporation,0.03,0.02,0.02,0.01,0.08
19303,Rise of Legends,DS,2008.0,Racing,Electronic Arts,0.19,0.06,0.05,0.04,0.34
19304,Curse of Frontier,DS,2009.0,Puzzle,Tecmo Koei,0.23,0.05,0.17,0.07,0.52
19305,Secrets of Rebellion,GBA,2015.0,Platform,Microsoft Game Studios,0.04,0.02,0.01,0.01,0.08
19306,Chronicles of Ashes,GC,2011.0,Misc,Disney Interactive Studios,0.02,0.01,0.01,0.0,0.04
19307,Kingdom of Legends,DS,2006.0,Shooter,Success,0.12,0.07,0.02,0.02,0.23
19308,Quest for Honor,PS3,2009.0,Misc,Oxygen Interactive,0.12,0.2,0.01,0.01,0.34
19309,Path of Glory,DS,2001.0,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.06
19310,Dawn of Frontier,PS3,1998.0,Sports,Nintendo,0.35,0.26,0.02,0.75,1.38
19311,Chronicles of Destiny,GBA,1997.0,Sports,D3Publisher,0.03,0.04,0.0,0.0,0.07
19312,Quest for Frontier,PSP,2015.0,Shooter,Idea Factory International,0.12,0.01,0.01,0.01,0.15
19313,Realm of Vengeance,Wii,2000.0,Fighting,DTP Entertainment,0.09,0.04,0.0,0.02,0.15
19314,Edge of Rebellion,Wii,2004.0,Fighting,Namco Bandai Games,0.03,0.03,0.01,0.01,0.08
19315,Dawn of Darkness,DS,2002.0,Action,Konami Digital Entertainment,0.84,0.55,0.07,0.17,1.63
19316,Shadow Honor,PS3,2007.0,Action,Atlus,0.02,0.03,0.0,0.02,0.07
19317,Legend of Ashes,PC,2009.0,Sports,Take-Two Interactive,0.6,0.59,0.05,0.25,1.49
19318,Path of Ashes,2600,2011.0,Sports,Tecmo Koei,0.08,0.03,0.0,0.03,0.14
